system,dataset,fold,MAPE,MAE,RMSE
lrzip,deepfield.tar.csv,1,2.53024904576072,20.963694817141484,31.47038513844838
lrzip,deepfield.tar.csv,2,1.3615609711979209,11.841677526110097,18.286611952144074
lrzip,deepfield.tar.csv,3,2.307735242409548,18.791514934677828,27.929058133852585
lrzip,deepfield.tar.csv,4,0.9970662567026582,14.524246341303774,26.70467063597364
lrzip,enwik8.tar.csv,0,1.7492083739762792,22.852623774455143,34.16679629181455
lrzip,enwik8.tar.csv,1,1.5565121164793536,26.664090658489027,41.48636180558594
lrzip,enwik8.tar.csv,2,0.938899108241831,23.358671589901572,39.0639971676175
lrzip,enwik8.tar.csv,3,1.2352966744376945,19.9411518103198,28.19307582962962
lrzip,enwik8.tar.csv,4,0.5123536164376191,15.046672670464767,28.374170805111895
lrzip,fannie_mae_500k.tar.csv,0,0.16433374030363068,6.504089551094251,8.14963449557515
lrzip,fannie_mae_500k.tar.csv,1,0.16520255311686058,7.046342046637284,9.869877642390525
lrzip,fannie_mae_500k.tar.csv,2,0.19069690527277566,7.389194839879086,9.394310866176165
lrzip,fannie_mae_500k.tar.csv,3,0.18096125082749853,7.959073317678351,10.540531965830974
lrzip,fannie_mae_500k.tar.csv,4,0.12324178055293618,5.498404854222348,8.32246038540827
lrzip,large.tar.csv,0,1.2505603543088708,2.3255303143881836,3.0325620193800757
lrzip,large.tar.csv,1,1.1597366071092683,2.7141152745799015,3.3601755198204666
lrzip,large.tar.csv,2,1.1797234407646113,3.410065307428962,4.817617691316146
lrzip,large.tar.csv,3,1.3846232431308354,3.1126049929543544,4.040558267524476
lrzip,large.tar.csv,4,0.7263070968956035,2.9211486625043968,4.167165355811204
lrzip,misc.tar.csv,0,2.9965303718777845,1.5521994611391654,1.8643377384906203
lrzip,misc.tar.csv,1,2.167640731229052,1.299685452329485,1.6265142038264304
lrzip,misc.tar.csv,2,3.0940723098729515,1.310818336904049,1.5125519059176156
lrzip,misc.tar.csv,3,2.387009175072315,1.1415643290077384,1.4710707969154826
lrzip,misc.tar.csv,4,2.593461750594725,1.459716308665903,1.811050813450969
lrzip,silesia.tar.csv,0,1.6913242760845213,45.02158255454822,71.05473985599703
lrzip,silesia.tar.csv,1,2.6216106142949225,45.058989901291696,63.433155691390496
lrzip,silesia.tar.csv,2,2.337720173742779,50.71379087473217,64.6832995827716
lrzip,silesia.tar.csv,3,1.0265990693857245,37.52247915769878,63.321692104949975
lrzip,silesia.tar.csv,4,2.1740281667303676,41.73358871434864,60.975357895864576
lrzip,uiq-32.bin.csv,0,3.066708550687674,60.54539047143398,84.2270613934198
lrzip,uiq-32.bin.csv,1,2.6850359223198956,70.41510206774662,105.63218747820079
lrzip,uiq-32.bin.csv,2,2.3267377755779615,65.08473438965648,107.3061730666468
lrzip,uiq-32.bin.csv,3,2.6529102575017864,63.68880284459967,93.60420323942536
lrzip,uiq-32.bin.csv,4,3.734914332516084,67.55328474546734,90.24445138796712
lrzip,uiq2-16.bin.csv,0,1.247871836060506,24.57230989749615,44.368333477851095
lrzip,uiq2-16.bin.csv,1,3.540804017705495,43.43050640507748,71.90811024277424
lrzip,uiq2-16.bin.csv,2,1.3713290764976158,32.37138238706087,56.85357138473518
lrzip,uiq2-16.bin.csv,3,1.2032377907044773,24.04995556254136,46.71411752656294
lrzip,uiq2-16.bin.csv,4,3.2832467039481346,42.27909185384449,59.080603003838625
lrzip,uiq2-4.bin.csv,0,1.5029612747249226,6.270963564897195,8.876485564038022
lrzip,uiq2-4.bin.csv,1,1.1050106797379557,7.5111604693688845,12.082291148232565
lrzip,uiq2-4.bin.csv,2,0.9838180170828504,8.95300466449637,14.503482928489799
lrzip,uiq2-4.bin.csv,3,1.7750591087539374,10.67760020494461,14.345393763743342
lrzip,uiq2-4.bin.csv,4,1.5254659646092754,8.338847213669828,13.147545116809265
lrzip,uiq2-8.bin.csv,0,1.8380055557405213,16.74021195142697,22.47947591562442
lrzip,uiq2-8.bin.csv,1,1.5471406085091572,19.37135554908922,29.42206121711406
lrzip,uiq2-8.bin.csv,2,2.39060892216675,16.35864765549961,23.269403365017013
lrzip,uiq2-8.bin.csv,3,1.7468604023182053,12.12728718707436,17.541026838435382
lrzip,uiq2-8.bin.csv,4,1.8429326618374797,21.79573345184326,33.38416382723205
lrzip,vmlinux-5.10.tar.csv,0,1.1875835300575341,6.236486615278782,8.526032857168357
lrzip,vmlinux-5.10.tar.csv,1,1.0437104812743219,5.941087051441795,8.868430948682507
lrzip,vmlinux-5.10.tar.csv,2,0.978293824457372,4.17620260150809,5.715568493842331
lrzip,vmlinux-5.10.tar.csv,3,0.9082137740656353,6.58807203016783,9.09088529443372
lrzip,vmlinux-5.10.tar.csv,4,0.7858625096980318,5.095200764505487,7.673771014328279
x264,blue_sky_1080p25_short.y4m.csv,0,0.12503623739036138,1.1735155122238023,2.8166830280328927
x264,blue_sky_1080p25_short.y4m.csv,1,0.15967906911582075,1.6141066733945046,3.6401065302637936
x264,blue_sky_1080p25_short.y4m.csv,2,0.13361782401649594,1.2979795481190444,3.165663938990864
x264,blue_sky_1080p25_short.y4m.csv,3,0.14212173964303665,1.3161791281301491,3.0097970423696387
x264,blue_sky_1080p25_short.y4m.csv,4,0.1485093852808564,1.4827581431321393,3.3867642680836196
x264,Johnny_1280x720_60_short.y4m.csv,0,0.16490849590726395,1.3263084009217987,3.117253297615349
x264,Johnny_1280x720_60_short.y4m.csv,1,0.16510569399373762,1.2412031047034224,2.9509587729300937
x264,Johnny_1280x720_60_short.y4m.csv,2,0.147790545400058,1.1605667375255357,2.723560359307637
x264,Johnny_1280x720_60_short.y4m.csv,3,0.13355888055130402,0.9117000796787225,2.262447695578454
x264,Johnny_1280x720_60_short.y4m.csv,4,0.14443442292081635,0.9972388537367057,2.4587979312526196
x264,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m.csv,0,0.1356838371046789,4.4877300465279175,10.190894138505174
x264,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m.csv,1,0.1474588660210732,3.7712243900635842,8.472936474956576
x264,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m.csv,2,0.12173204546059348,3.449340209915014,8.075183737016916
x264,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m.csv,3,0.15355637654393525,3.8297763434253707,8.086482142525242
x264,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m.csv,4,0.1407619021374018,3.5128147701741796,8.258564247198194
x264,pedestrian_area_1080p25_short.y4m.csv,0,0.1588052114571441,1.5306156623038205,3.6108186237571767
x264,pedestrian_area_1080p25_short.y4m.csv,1,0.14752896348859695,1.6952510191961812,3.867697070971095
x264,pedestrian_area_1080p25_short.y4m.csv,2,0.1265850765820826,1.6938723945694214,3.474151598579016
x264,pedestrian_area_1080p25_short.y4m.csv,3,0.1227983347939422,1.4443545080841163,3.0068962546269233
x264,pedestrian_area_1080p25_short.y4m.csv,4,0.13972773083603085,1.3608636530265932,3.5870641414923985
x264,riverbed_1080p25_short.y4m.csv,0,0.15120687209652173,2.8597555462850996,6.529062743079797
x264,riverbed_1080p25_short.y4m.csv,1,0.12805311211108092,2.9198244888556713,6.873836208939083
x264,riverbed_1080p25_short.y4m.csv,2,0.1504361359750412,2.9612510671202292,6.67410351780023
x264,riverbed_1080p25_short.y4m.csv,3,0.15245918974032316,3.0684044625598133,7.2724477716585865
x264,riverbed_1080p25_short.y4m.csv,4,0.1468302745608164,3.3075245465496343,7.30503174216895
x264,sd_bridge_close_cif_short.y4m.csv,0,0.13401043021537956,0.05771310830766852,0.11883562640958742
x264,sd_bridge_close_cif_short.y4m.csv,1,0.09906070418835088,0.05822266738736228,0.13593933787624274
x264,sd_bridge_close_cif_short.y4m.csv,2,0.10642651319118718,0.06202142047030585,0.13743457396773898
x264,sd_bridge_close_cif_short.y4m.csv,3,0.09479483404839752,0.05606230709498143,0.12692300941464252
x264,sd_bridge_close_cif_short.y4m.csv,4,0.09485378613443225,0.052795871145951405,0.1263405288831676
x264,sd_city_4cif_short.y4m.csv,0,0.14752160668354097,0.6009989849637064,1.3669751418373133
x264,sd_city_4cif_short.y4m.csv,1,0.13764173426540716,0.6498318907250179,1.5150436473263846
x264,sd_city_4cif_short.y4m.csv,2,0.14435298500656216,0.5843282295077035,1.3706083242905973
x264,sd_city_4cif_short.y4m.csv,3,0.14704062208294585,0.6492476987493766,1.4243509253917235
x264,sd_city_4cif_short.y4m.csv,4,0.14892787021060855,0.5475719099642763,1.1923423431295872
x264,sd_crew_cif_short.y4m.csv,0,0.11552030996269066,0.09889799051501012,0.2308221101336478
x264,sd_crew_cif_short.y4m.csv,1,0.11969190849069108,0.09601582987398435,0.2196255887621314
x264,sd_crew_cif_short.y4m.csv,2,0.13662207214897742,0.11019655526354072,0.25426457098209676
x264,sd_crew_cif_short.y4m.csv,3,0.12363125040307069,0.1071283261851674,0.25332461645320936
x264,sd_crew_cif_short.y4m.csv,4,0.11789904610821547,0.10030799787910805,0.237438285665754
x264,sintel_trailer_2k_720p24_short.y4m.csv,0,0.10604270450393469,0.1675112901396009,0.37761300532364306
x264,sintel_trailer_2k_720p24_short.y4m.csv,1,0.11403033488482771,0.16589019312426137,0.38208678328734136
x264,sintel_trailer_2k_720p24_short.y4m.csv,2,0.1159322618413013,0.18968978682069487,0.3884279698625562
x264,sintel_trailer_2k_720p24_short.y4m.csv,3,0.10265487197134737,0.15116668921383247,0.3555333108037226
x264,sintel_trailer_2k_720p24_short.y4m.csv,4,0.09687745480328035,0.12495887763438884,0.301764059498432
xz,ambivert.wav.tar.csv,0,0.06878916189670596,0.9119318932294845,2.3900442092026117
xz,ambivert.wav.tar.csv,1,0.05391421773151909,1.2490714198350907,2.9475456945090017
xz,ambivert.wav.tar.csv,2,0.033773044584439166,0.9354900205135346,2.498036695721661
xz,ambivert.wav.tar.csv,3,0.04606835930761559,0.7941019505262374,1.946879928731318
xz,ambivert.wav.tar.csv,4,0.03869464333897806,0.8615816816650238,2.078394976710464
xz,artificl.tar.csv,0,0.29781430801665687,0.006339420229196548,0.007590840020719949
xz,artificl.tar.csv,1,0.315792451758272,0.0069087651325389745,0.008042211451113952
xz,artificl.tar.csv,2,0.30043519049942624,0.006667166757397354,0.007941416513653078
xz,artificl.tar.csv,3,0.3088139812851112,0.00659236915409565,0.007940130916417456
xz,artificl.tar.csv,4,0.2565812993669763,0.006260481133198081,0.007445537619871305
xz,deepfield.tar.csv,0,0.036920885769881256,0.5464059966802597,1.0798131390991657
xz,deepfield.tar.csv,1,0.029753160618922397,0.4298966586589813,0.8165580044025749
xz,deepfield.tar.csv,2,0.0301007198799608,0.5204192340373993,1.0689494933374915
xz,deepfield.tar.csv,3,0.027455503488727686,0.4931603544950485,0.9856873512202283
xz,deepfield.tar.csv,4,0.04185245602995037,0.5731864142836186,1.3474078696883205
xz,enwik8.tar.csv,0,0.28315565467368253,19.747568057775496,57.581919748690865
xz,enwik8.tar.csv,1,0.10409116356782128,13.11132912516594,38.58876769252181
xz,enwik8.tar.csv,2,0.15671646285678087,12.210272938907146,27.832960831721355
xz,enwik8.tar.csv,3,0.20388081845793088,12.693980040550231,33.9568198544285
xz,enwik8.tar.csv,4,0.3397428996493699,17.530622520542384,48.157723915464935
xz,fannie_mae_500k.tar.csv,0,0.06623538742374929,3.0396426558494567,6.501323310195715
xz,fannie_mae_500k.tar.csv,1,0.04960457232203758,2.1944987642765046,4.0718435229595125
xz,fannie_mae_500k.tar.csv,2,0.058543599006588086,2.107562039140612,4.793356780239569
xz,fannie_mae_500k.tar.csv,3,0.11346113412721998,5.129450304508209,17.7852563757879
xz,fannie_mae_500k.tar.csv,4,0.06309924893759962,2.214555320883156,4.593876241979701
xz,large.tar.csv,0,0.030152970989725296,0.18126241475343705,0.3278288819686776
xz,large.tar.csv,1,0.041467007058572196,0.20608893156051636,0.5913453883647259
xz,large.tar.csv,2,0.03289650651199735,0.15617732018232344,0.25237495765078577
xz,large.tar.csv,3,0.033972577172085676,0.198819320499897,0.4272295185309231
xz,large.tar.csv,4,0.04779205713264182,0.2416908854529971,0.5779500685241978
xz,misc.tar.csv,0,0.06143378235613007,0.027699864879250528,0.05683094189462397
xz,misc.tar.csv,1,0.052576483894754375,0.022894272692501546,0.04533766985663463
xz,misc.tar.csv,2,0.04555187226633436,0.021961023472249507,0.06181322904654276
xz,misc.tar.csv,3,0.05967850213930995,0.027732780054211616,0.06413902797398628
xz,misc.tar.csv,4,0.05191340509994731,0.021131010954840143,0.04711009986885848
xz,silesia.tar.csv,0,0.0377583686330255,3.5479872322082517,6.5846852054198495
xz,silesia.tar.csv,1,0.09095985481449795,9.308267107009888,33.103361710742384
xz,silesia.tar.csv,2,0.038715821294836375,4.589211192131042,11.161750345854207
xz,silesia.tar.csv,3,0.04491109811347753,4.263123836517334,10.354754470302355
xz,silesia.tar.csv,4,0.04570015452110726,5.091648512914366,9.61072812988425
xz,uiq-32.bin.csv,0,0.11040685790235306,16.04324803829193,43.54319417945
xz,uiq-32.bin.csv,1,0.1299517497228202,21.249056514799594,53.269718149399424
xz,uiq-32.bin.csv,2,0.13182736038704565,16.966204159259796,37.01388703493447
xz,uiq-32.bin.csv,3,0.11452830291980298,16.01246706008911,37.64675681388244
xz,uiq-32.bin.csv,4,0.11945737972329541,13.805032091929501,27.731886367531
xz,uiq2-16.bin.csv,0,0.10994557673327171,6.95845378100872,16.849383301131823
xz,uiq2-16.bin.csv,1,0.12270021917196855,8.141880123615264,17.78956249328887
xz,uiq2-16.bin.csv,2,0.1217481580611927,7.518791384696961,18.53133448270636
xz,uiq2-16.bin.csv,3,0.13689646636439587,8.523356218338012,21.12421709274456
xz,uiq2-16.bin.csv,4,0.11005774055798716,6.740964399543323,15.283087815630239
xz,uiq2-4.bin.csv,0,0.03337412668737425,0.4086042594909668,0.7985818561810583
xz,uiq2-4.bin.csv,1,0.036694537422813714,0.4270954602956772,1.141052023500369
xz,uiq2-4.bin.csv,2,0.04842976608195151,0.5120075607299804,1.1387057546390276
xz,uiq2-4.bin.csv,3,0.03866716264832985,0.4782581523060799,0.9873515218644966
xz,uiq2-4.bin.csv,4,0.042716831381291114,0.41766736292301265,0.8306009760948609
xz,uiq2-8.bin.csv,0,0.09825431417503876,3.254959107041359,9.291674881430914
xz,uiq2-8.bin.csv,1,0.11463760044211757,3.6317631632089613,8.9368769846606
xz,uiq2-8.bin.csv,2,0.10054887340306953,2.8427615010738374,6.435000656271887
xz,uiq2-8.bin.csv,3,0.10842559607642457,3.0302553184330465,6.571512211876168
xz,uiq2-8.bin.csv,4,0.09083358034735003,2.4853543165632357,6.718682740245586
xz,vmlinux-5.10.tar.csv,0,0.02594302513150945,0.2186064440011978,0.4394125642228263
xz,vmlinux-5.10.tar.csv,1,0.027184661583409535,0.1841544735431671,0.25718639580142805
xz,vmlinux-5.10.tar.csv,2,0.024928034316924738,0.22045683324337007,0.4171346695629323
xz,vmlinux-5.10.tar.csv,3,0.02987286576136003,0.23867657482624055,0.4184660853564927
xz,vmlinux-5.10.tar.csv,4,0.02845219452409967,0.23421557624836015,0.39767534365782825
z3,AUFNIRA_z3.637557.smt2.csv,0,0.008061749183798927,1.0894252002829372,2.9803828278428566
z3,AUFNIRA_z3.637557.smt2.csv,1,0.011397643592316027,1.8453036440481054,4.524352288151423
z3,AUFNIRA_z3.637557.smt2.csv,2,0.008499401691461878,1.0005050578919967,2.6264250009782875
z3,AUFNIRA_z3.637557.smt2.csv,3,0.010739073639198434,2.2532167056999586,6.5859218220005316
z3,AUFNIRA_z3.637557.smt2.csv,4,0.005471271006070791,0.8247765810182779,2.110056500833663
z3,LRA_formula_277.smt2.csv,0,0.004488870827867255,0.011707248664138342,0.017316317855760332
z3,LRA_formula_277.smt2.csv,1,0.007610818435549572,0.02538507055528093,0.033387025477575716
z3,LRA_formula_277.smt2.csv,2,0.005421420115563755,0.01275364597245018,0.019341813501862405
z3,LRA_formula_277.smt2.csv,3,0.004053617093869775,0.011615852318187752,0.01771818838747009
z3,LRA_formula_277.smt2.csv,4,0.00496442153669671,0.013096570378482933,0.01871169910114084
z3,QF_AUFBV_891_sqlite3.smt2.csv,0,0.22398257330664104,1.1456768350435955,2.1553426311271546
z3,QF_AUFBV_891_sqlite3.smt2.csv,1,0.27187746468916707,3.6363368330172974,9.666933381263515
z3,QF_AUFBV_891_sqlite3.smt2.csv,2,0.054601144543219716,1.0050562553771651,2.1045443747713426
z3,QF_AUFBV_891_sqlite3.smt2.csv,3,0.23553819415628494,0.7444197224213345,1.2385872437823564
z3,QF_AUFBV_891_sqlite3.smt2.csv,4,0.19237937008476827,1.0382108169026893,2.055006198305121
z3,QF_AUFLIA_swap_t1_pp_nf_ai_00010_002.cvc.smt2.csv,0,0.013176944285938597,0.10469708230235789,0.15086297712694605
z3,QF_AUFLIA_swap_t1_pp_nf_ai_00010_002.cvc.smt2.csv,1,0.006482470499762282,0.055453810361352295,0.07949841786444424
z3,QF_AUFLIA_swap_t1_pp_nf_ai_00010_002.cvc.smt2.csv,2,0.00785294326978472,0.06363066588297929,0.0867982275647319
z3,QF_AUFLIA_swap_t1_pp_nf_ai_00010_002.cvc.smt2.csv,3,0.009662356713416205,0.06611319343642433,0.0872400980747513
z3,QF_AUFLIA_swap_t1_pp_nf_ai_00010_002.cvc.smt2.csv,4,0.010501961411801682,0.08457969556940664,0.12864435174114036
z3,QF_BV_bench_3176.smt2.csv,0,0.035553347724539726,3.45719306067665,8.934021622792773
z3,QF_BV_bench_3176.smt2.csv,1,0.037306948005585996,3.7168369375833192,8.613313245317599
z3,QF_BV_bench_3176.smt2.csv,2,0.025815903270351732,2.9001838677000293,7.689356179609816
z3,QF_BV_bench_3176.smt2.csv,3,0.024205815555641975,2.5563489210487593,6.5558196117982765
z3,QF_BV_bench_3176.smt2.csv,4,0.04242488471660147,2.533909704425547,5.454958075745969
z3,QF_BV_bench_935.smt2.csv,0,0.07574189782424723,2.04186744147008,3.8640924632008424
z3,QF_BV_bench_935.smt2.csv,1,0.023307825545105944,1.1355843201722249,2.758581415265373
z3,QF_BV_bench_935.smt2.csv,2,0.051337752030970255,1.6279531941555514,3.4777911432293314
z3,QF_BV_bench_935.smt2.csv,3,0.02044584797072802,1.1626400192185204,2.4263803136872872
z3,QF_BV_bench_935.smt2.csv,4,0.036608826048157427,1.8668283480818908,4.002122963344898
z3,QF_LIA_tightrhombus.csv,0,0.0162248817879839,0.028914102897195534,0.05738618755169053
z3,QF_LIA_tightrhombus.csv,1,0.0176256054978016,0.025401898392356268,0.042180669103122785
z3,QF_LIA_tightrhombus.csv,2,0.008539924058116787,0.019004087784502764,0.030553500334263007
z3,QF_LIA_tightrhombus.csv,3,0.010884604274828843,0.03569896039691302,0.06425141158243136
z3,QF_LIA_tightrhombus.csv,4,0.016331373578118168,0.02586839193164712,0.03808345422012721
z3,QF_LRA_clocksynchro_7clocks.worst_case_skew.induct.smt2.csv,0,0.006610534236209733,0.09949976854985303,0.15231318296757426
z3,QF_LRA_clocksynchro_7clocks.worst_case_skew.induct.smt2.csv,1,0.004837295625917364,0.0740126099916968,0.13831475258251627
z3,QF_LRA_clocksynchro_7clocks.worst_case_skew.induct.smt2.csv,2,0.006710787733618201,0.09821947966471757,0.21636604691717498
z3,QF_LRA_clocksynchro_7clocks.worst_case_skew.induct.smt2.csv,3,0.01260078015880413,0.2058555253661505,0.44049507804742627
z3,QF_LRA_clocksynchro_7clocks.worst_case_skew.induct.smt2.csv,4,0.004438713755129791,0.06227976732914991,0.10202844222951254
z3,QF_NRA_hong_9.smt2.csv,0,0.004988382853298399,0.021177104204007896,0.03224705467109916
z3,QF_NRA_hong_9.smt2.csv,1,0.0033411591683703275,0.013441789268267036,0.025575236207905434
z3,QF_NRA_hong_9.smt2.csv,2,0.0050429934797143324,0.022776894050069375,0.041859938020985074
z3,QF_NRA_hong_9.smt2.csv,3,0.006027892473960051,0.02289543883635266,0.04032276107358759
z3,QF_NRA_hong_9.smt2.csv,4,0.004419591152183636,0.017473417933624568,0.029534726065490267
z3,QF_RDL_orb08_888.smt2.csv,0,0.007769694852273972,0.08593326039833597,0.1250921607661614
z3,QF_RDL_orb08_888.smt2.csv,1,0.007492946133077061,0.07274268641330228,0.09371541242333056
z3,QF_RDL_orb08_888.smt2.csv,2,0.008405989914696852,0.09432972067653543,0.15108273927320576
z3,QF_RDL_orb08_888.smt2.csv,3,0.007960256610214886,0.08024329478197759,0.11717780075264453
z3,QF_RDL_orb08_888.smt2.csv,4,0.005674526764403844,0.06155358918822638,0.1195787241591753
z3,QF_UFLIA_xs_23_43.smt2.csv,0,0.009328163632345168,0.2726253282905805,0.45782723501297123
z3,QF_UFLIA_xs_23_43.smt2.csv,1,0.017666594082189097,0.4556410100200389,0.7548533626525717
z3,QF_UFLIA_xs_23_43.smt2.csv,2,0.013470880780289594,0.4365705334314025,0.8162574134700703
z3,QF_UFLIA_xs_23_43.smt2.csv,3,0.014850095558520298,0.41271546335503606,0.6575395192256737
z3,QF_UFLIA_xs_23_43.smt2.csv,4,0.009055704666598186,0.25527846695172907,0.424921763695613
z3,QF_UF_PEQ018_size6.smt2.csv,0,0.029137929640318846,0.6676784057428341,0.9407666512469225
z3,QF_UF_PEQ018_size6.smt2.csv,1,0.010639799404129425,1.289300837139092,2.982773538449868
z3,QF_UF_PEQ018_size6.smt2.csv,2,0.01300243705649724,0.9530288960674022,2.2972350896936335
z3,QF_UF_PEQ018_size6.smt2.csv,3,0.016923028371473466,0.826427412505197,1.8352953044486875
z3,QF_UF_PEQ018_size6.smt2.csv,4,0.015276330299031414,7.465146114330481,27.977573120060818
